pytanie|odpowiedz
Jakie konsekwencje ponosi student, u którego podczas sprawdzianu zostanie stwierdzona niesamodzielność pracy lub korzystanie z niedozwolonych materiałów i urządzeń?|W takiej sytuacji student uzyskuje ocenę niedostateczną i traci prawo do zaliczenia przedmiotu w jego bieżącej realizacji.
Pod jaki adres e-mail można przesłać elektroniczny wniosek o udzielenie informacji publicznej w Politechnice Warszawskiej?|Elektroniczny wniosek o udzielenie informacji publicznej można przesłać na adres mailowy Biura Rektora: informacjapubliczna@pw.edu.pl.
"Ile punktów ECTS uzyskuje student studiów pierwszego stopnia na kierunku Matematyka za zaliczenie przedmiotu ""Równania różniczkowe cząstkowe"" w 5. semestrze?"|"Za zaliczenie przedmiotu ""Równania różniczkowe cząstkowe"" student uzyskuje 5 punktów ECTS."
Pod jakim numerem telefonu i w którym pokoju można skontaktować się z mgr Dagmarą Burchart z Działu Finansowo-Księgowego?|Z mgr Dagmarą Burchart można skontaktować się dzwoniąc pod numer (22) 234 5986. Urzęduje ona w pokoju nr 9 w Gmachu MiNI na Kampusie Głównym PW.
"Ile minimum punktów trzeba uzyskać z zadania projektowego oraz z aktywności na zajęciach, aby zaliczyć przedmiot obieralny ""Wnioskowanie rozmyte""?"|"Aby zaliczyć przedmiot ""Wnioskowanie rozmyte"", student musi uzyskać łącznie co najmniej 27 punktów, w tym minimum 16 punktów z zadania projektowego oraz minimum 11 punktów za aktywność na zajęciach."
Ile minimalnie punktów ECTS (nie wliczając praktyk) musi uzyskać student studiów stacjonarnych pierwszego stopnia, aby otrzymać rejestrację na 3. semestr?|Aby otrzymać rejestrację na 3. semestr, student studiów pierwszego stopnia musi uzyskać co najmniej 40 punktów ECTS do końca zimowej lub jesiennej sesji egzaminacyjnej.
W którym pokoju w Gmachu MiNI urzęduje prof. dr hab. inż. Bohdan Macukow i jaki jest jego numer telefonu służbowego?|Prof. dr hab. inż. Bohdan Macukow urzęduje w pokoju nr 560, a jego numer telefonu służbowego to (22) 234 7687.
Jakie umiejętności posiada absolwent specjalności Probabilistyka i Modelowanie (PRiMO) w zakresie aproksymacji rozkładu strat?|Absolwent tej specjalności potrafi dobrać odpowiednie metody aproksymacji rozkładu strat dla różnych zagadnień ubezpieczeniowych oraz wyznaczać parametry portfela.
Komu Pełnomocnik ds. Praktyk przekazuje zbiorcze podsumowanie oceny wiedzy i umiejętności studentów sporządzone na podstawie ankiet wypełnionych przez pracodawców?|Pełnomocnik ds. Praktyk przekazuje zbiorcze podsumowanie z przeprowadzonej oceny Prodziekanowi ds. Nauczania.
Z jakich dziedzin absolwent specjalności Indywidualne Studia Matematyczne posiada pogłębioną szczegółową wiedzę w zależności od wybranej ścieżki kształcenia?|W zależności od wybranej ścieżki, absolwent posiada pogłębioną szczegółową wiedzę z algebry i matematyki dyskretnej, geometrii i topologii, równań różniczkowych cząstkowych, układów dynamicznych lub analizy funkcjonalnej i analizy na przestrzeniach metrycznych.
W którym pokoju znajduje się Sekretariat Dziekana Wydziału MiNI i pod jakimi numerami telefonów można się z nim skontaktować?|Sekretariat Dziekana znajduje się w pokoju nr 17, a kontaktować się z nim można pod numerami telefonów: 22 621-93-12 oraz 22 234-79-88.
Co dokładnie ocenia Komisja w toku indywidualnego egzaminu dyplomowego?|W trakcie egzaminu dyplomowego Komisja ocenia przedstawiony ustnie przez dyplomanta opis wyników pracy oraz odpowiedzi na pytania egzaminacyjne, które dotyczą samej pracy dyplomowej, a także zagadnień problemowych z zakresu programu studiów.
Jaki jest koszt wydania duplikatu elektronicznej legitymacji studenckiej oraz ile wynosi czas oczekiwania na ten dokument?|Koszt wydania duplikatu elektronicznej legitymacji studenckiej wynosi 25,50 zł, a przewidywany czas oczekiwania na jego wydanie to około 7 do 10 dni roboczych.
Od jakiej daty rozpoczęto wydawanie aktualnego wzoru dyplomu ukończenia studiów w Politechnice Warszawskiej, zatwierdzonego uchwałą Senatu PW nr 432/L/2023?|Wydawanie aktualnego wzoru dyplomu ukończenia studiów rozpoczęło się 1 stycznia 2024 r.
"W którym semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych realizowany jest przedmiot ""Metody optymalizacji"" i ile punktów ECTS przysługuje za jego zaliczenie?"|"Przedmiot ""Metody optymalizacji"" realizowany jest w 5. semestrze, a za jego zaliczenie student uzyskuje 5 punktów ECTS."
W jakiej formie należy składać wszystkie wnioski o świadczenia pomocy materialnej w roku akademickim 2025/2026?|W roku akademickim 2025/2026 wszystkie wnioski o świadczenia pomocy materialnej, w tym stypendium socjalne, należy składać wyłącznie w formie elektronicznej za pośrednictwem systemu USOSweb.
Ile łącznie miejsc parkingowych znajduje się w dyspozycji Wydziału Matematyki i Nauk Informacyjnych (MiNI)?|Wydział MiNI dysponuje łącznie 57 miejscami parkingowymi, z czego 50 miejsc znajduje się w garażu podziemnym, a pozostałe usytuowane są na terenie przyległym do gmachu.
Gdzie, zgodnie z procedurą przeprowadzania sprawdzianów na Wydziale MiNI, należy odłożyć torby z wyłączonymi urządzeniami elektronicznymi?|Torby z wyłączonymi urządzeniami należy odłożyć pod ścianą sali, z dala od piszących studentów.
W jakim terminie student może złożyć do dziekana wniosek o przeprowadzenie komisyjnej weryfikacji osiągnięcia efektów uczenia się z danego przedmiotu?|Student może złożyć umotywowany wniosek o przeprowadzenie komisyjnej weryfikacji w ciągu 4 dni roboczych od terminu ogłoszenia wyników.
Czy istnieje możliwość przepisania praktyk studenckich (jako przedmiotu) zrealizowanych na innej uczelni?|Nie, zgodnie z zasadami obowiązującymi na wydziale nie ma możliwości przepisania praktyk z innych uczelni.
Pod jakim numerem telefonu dyżuruje Całodobowe Centrum Kierowania Straży Akademickiej PW?|Całodobowe Centrum Kierowania Straży Akademickiej PW dyżuruje pod numerem telefonu 22 234 66 66.
"W którym semestrze na studiach pierwszego stopnia na kierunku Matematyka realizowany jest przedmiot ""Analiza zespolona 1"" i ile punktów ECTS student uzyskuje za jego zaliczenie?"|"Przedmiot ""Analiza zespolona 1"" realizowany jest w 4. semestrze, a za jego zaliczenie student otrzymuje 5 punktów ECTS."
Ile maksymalnie razy w trakcie całego toku studiów student może powtarzać rok?|Zgodnie z obowiązującymi zasadami rejestracji, student może powtarzać rok tylko jeden raz w ciągu całych studiów.
"W którym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych (MAD) realizowany jest przedmiot ""Analiza zależności"" i ile punktów ECTS przysługuje za jego zaliczenie?"|"Przedmiot ""Analiza zależności"" jest realizowany w 6. semestrze studiów, a za jego zaliczenie student otrzymuje 5 punktów ECTS."
"W jakim języku programowania i przy użyciu jakich pakietów realizowane są laboratoria w ramach przedmiotu obieralnego ""Wybrane zagadnienia uczenia głębokiego""?"|Laboratoria z tego przedmiotu realizowane są w języku Python z wykorzystaniem pakietów Tensorflow 2, Keras oraz PyMC3.
Ile punktów ECTS należy uzyskać do końca sesji egzaminacyjnej, aby otrzymać rejestrację na 3. semestr studiów pierwszego stopnia?|Aby uzyskać rejestrację na 3. semestr studiów pierwszego stopnia, student musi zdobyć co najmniej 40 punktów ECTS z 60 punktów możliwych do uzyskania na pierwszym roku studiów.
W którym pokoju w Gmachu MiNI urzęduje dr inż. Magdalena Jasionowska-Skop i pod jakim numerem telefonu służbowego można się z nią skontaktować?|Dr inż. Magdalena Jasionowska-Skop urzęduje w pokoju 556 w Gmachu MiNI, a jej numer telefonu służbowego to (22) 234 7806.
W jakim maksymalnym terminie student ubiegający się o przeniesienie na inny program studiów musi złożyć stosowny wniosek do dziekana?|Wniosek o przeniesienie na inny program studiów powinien zostać złożony nie później niż 3 tygodnie przed rozpoczęciem semestru.
W jakich formach można złożyć wniosek o udzielenie informacji publicznej na Politechnice Warszawskiej?|Wniosek o udzielenie informacji publicznej można złożyć w formie ustnej, pisemnej (w Biurze Rektora) lub elektronicznej (wysyłając wiadomość na adres mailowy Biura Rektora lub przez skrytkę ePUAP).
Kto na wydziale ustala zasady dofinansowania poniesionych przez studenta kosztów zakwaterowania i dojazdów w trakcie odbywania obowiązkowych praktyk poza stałym miejscem zamieszkania?|Zasady dofinansowania tych kosztów ustala Dziekan w porozumieniu z Wydziałową Radą Samorządu Studentów.
Pod jakim numerem telefonu i w którym pokoju dziekanatu można załatwić sprawy związane z systemem USOS?|Sprawy związane z systemem USOS można załatwić w dziekanacie w pokoju 27, kontaktując się pod numerem telefonu 22 234-59-24.
Jakie elementy podlegają ocenie przez komisję w trakcie indywidualnego egzaminu dyplomowego?|W toku egzaminu dyplomowego komisja ocenia przedstawiony ustnie opis wyników pracy dyplomowej oraz odpowiedzi dyplomanta na pytania dotyczące samej pracy, a także na pytania problemowe z zakresu programu studiów.
Ile wynosi opłata za wydanie duplikatu elektronicznej legitymacji studenckiej (ELS)?|Opłata za wydanie duplikatu elektronicznej legitymacji studenckiej wynosi 25,50 zł.
Jaką wiedzę powinien posiadać absolwent zgodnie z efektem uczenia się o symbolu MAD2PRiMO_W01 na specjalności Probabilistyka i Modelowanie (PRiMO)?|Zgodnie z tym efektem uczenia się absolwent posiada wiedzę z teorii martyngałów, całki stochastycznej i stochastycznych równań różniczkowych oraz zna najważniejsze twierdzenia z tego zakresu.
Kiedy dokładnie mija ostatni dzień okresu rejestracyjnego w harmonogramie roku akademickiego 2025/2026?|Zgodnie z harmonogramem, ostatnim dniem okresu rejestracyjnego w roku akademickim 2025/2026 jest wtorek, 29 września 2026 r.
Jaki jest maksymalny próg dochodowy netto na osobę w rodzinie, uprawniający studenta do ubiegania się o stypendium socjalne od 1 października 2025 r.?|Aby ubiegać się o stypendium socjalne, próg dochodowy na osobę w rodzinie nie może przekraczać 1908,90 zł netto.
"Ile punktów ECTS uzyskuje student za zaliczenie przedmiotu ""Bazy danych"" na studiach inżynierskich na kierunku Inżynieria i Analiza Danych (IAD) i w którym semestrze jest on realizowany?"|"Przedmiot ""Bazy danych"" realizowany jest w 4. semestrze, a za jego zaliczenie student uzyskuje 4 punkty ECTS."
Jaki dokument tożsamości student powinien położyć na swoim stole w trakcie trwania sprawdzianu lub egzaminu?|Zgodnie z procedurą przeprowadzania sprawdzianów, na stole studenta powinna leżeć legitymacja studencka lub dowód osobisty.
Ile czasu powinna trwać rozmowa kwalifikacyjna podczas rekrutacji do Szkoły Doktorskiej Politechniki Warszawskiej?|Rozmowa kwalifikacyjna powinna trwać od 20 do 30 minut, z czego maksymalnie 10 minut może zostać przeznaczone na przedstawienie prezentacji przygotowanej przez kandydata.
Od którego roku akademickiego praktyki na studiach licencjackich (na kierunkach matematycznych) zostały przeniesione na studia magisterskie?|Zgodnie z obowiązującymi zasadami, praktyki na studiach licencjackich na kierunkach matematycznych zostały przeniesione na studia magisterskie od roku akademickiego 2021/2022.
Kiedy dokładnie został wprowadzony do obrotu prawnego aktualny wzór dyplomu ukończenia studiów na Politechnice Warszawskiej?|Aktualny wzór dyplomu ukończenia studiów na Politechnice Warszawskiej został wprowadzony do obrotu prawnego 1 stycznia 2024 roku.
"W którym semestrze na studiach pierwszego stopnia na kierunku Matematyka realizowany jest przedmiot ""Równania różniczkowe cząstkowe"" i ile punktów ECTS można uzyskać za jego zaliczenie?"|"Przedmiot ""Równania różniczkowe cząstkowe"" realizowany jest w 5. semestrze, a za jego zaliczenie student uzyskuje 5 punktów ECTS."
"W którym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych (MAD) realizowany jest przedmiot ""Wstęp do uczenia maszynowego"" i ile punktów ECTS student uzyskuje za jego zaliczenie?"|"Przedmiot ""Wstęp do uczenia maszynowego"" realizowany jest w 5. semestrze, a za jego zaliczenie można uzyskać 5 punktów ECTS."
"Kto pełni funkcję koordynatora przedmiotu obieralnego ""Wybrane zagadnienia uczenia głębokiego""?"|"Koordynatorem przedmiotu ""Wybrane zagadnienia uczenia głębokiego"" jest prof. dr hab. inż. Szymon Jaroszewicz."
Jakie wymaganie dotyczące praktyk należy spełnić, aby uzyskać rejestrację bezwarunkową na 7 semestr na kierunkach Informatyka i Systemy Informacyjne oraz Inżynieria i Analiza Danych?|Aby uzyskać rejestrację bezwarunkową na 7 semestr na tych kierunkach, należy posiadać zaliczone praktyki studenckie, formalnie potwierdzone przez Pełnomocnika Dziekana ds. Praktyk Studenckich.
W jakim czasie student może złożyć wniosek o komisyjną weryfikację osiągnięcia efektów uczenia się dla danego przedmiotu?|Student może złożyć umotywowany wniosek do dziekana w ciągu 4 dni roboczych od terminu ogłoszenia wyników weryfikacji.
Kto na Wydziale Matematyki i Nauk Informacyjnych pełni funkcję Pełnomocnika Dziekana ds. Osób z Niepełnosprawnościami?|Funkcję Pełnomocnika Dziekana ds. Osób z Niepełnosprawnościami pełni mgr Ewelina Szczęsna.
Ile punktów ECTS musi uzyskać student studiów drugiego stopnia, aby otrzymać rejestrację na 3 semestr?|Aby uzyskać rejestrację na 3 semestr studiów drugiego stopnia (na wszystkich kierunkach i specjalnościach), student musi uzyskać co najmniej 48 punktów ECTS z 60 możliwych do końca zimowej lub jesiennej sesji egzaminacyjnej.
Jaki jest numer telefonu do dziekanatu w sprawach toku studiów dla kierunku Inżynieria i Analiza Danych?|Numer telefonu do dziekanatu obsługującego kierunek Inżynieria i Analiza Danych to 22 234-59-22.
O jaki maksymalny czas może ulec przesunięciu termin obrony pracy dyplomowej w przypadku powołania przez Komisję dodatkowego recenzenta?|W przypadku powołania dodatkowego recenzenta termin obrony pracy dyplomowej może ulec przesunięciu o okres nieprzekraczający dwóch tygodni.
Czego dotyczy efekt uczenia się o symbolu MAD2SMAD_U01 na studiach z zakresu Matematyki i Analizy Danych?|Efekt ten określa, że absolwent umie badać własności wielowymiarowego rozkładu normalnego, potrafi wyznaczać estymatory oraz weryfikować hipotezy w wielowymiarowym modelu normalnym.
W jakim maksymalnym terminie od daty zdarzenia student może złożyć wniosek o przyznanie zapomogi?|Wniosek o zapomogę należy złożyć niezwłocznie, jednak nie później niż w terminie 3 miesięcy od daty zdarzenia uprawniającego do przyznania tego świadczenia.
Przez jaki maksymalny łączny okres student może pobierać świadczenia pomocy materialnej?|Student może otrzymywać świadczenia pomocy materialnej nie dłużej niż przez łączny okres 12 semestrów studiowania, przy czym na studiach pierwszego stopnia przysługują one maksymalnie przez 9 semestrów, a na studiach drugiego stopnia przez 7 semestrów.
"W którym semestrze na studiach inżynierskich na kierunku Inżynieria i Analiza Danych realizowany jest przedmiot ""Bazy danych"" i ile punktów ECTS można za niego uzyskać?"|"Przedmiot ""Bazy danych"" realizowany jest w 4 semestrze, a za jego zaliczenie uzyskuje się 4 punkty ECTS."
Jakie przedmioty mogą leżeć na stole studenta podczas sprawdzianu lub egzaminu na Wydziale MiNI?|Na stole mogą leżeć wyłącznie przedmioty niezbędne do przeprowadzenia sprawdzianu (takie jak długopis czy podpisane kartki papieru) oraz dokument potwierdzający tożsamość, czyli legitymacja studencka lub dowód osobisty.
Czy studenci mogą odbywać praktyki wewnętrzne na Wydziale MiNI?|Tak, studenci mogą odbywać praktyki wewnętrzne na wydziale pod opieką nauczyciela akademickiego. Może to polegać na przykład na pomocy w realizacji zadań dydaktycznych lub zaangażowaniu w pracę naukową, a na taką formę praktyk wymagana jest zgoda Prodziekana ds. Studenckich.
