pytanie,odpowiedz_wygenerowana
Z jakich dziedzin absolwent specjalności Indywidualne Studia Matematyczne posiada pogłębioną szczegółową wiedzę w zależności od wybranej ścieżki kształcenia?,"Absolwent specjalności Indywidualne Studia Matematyczne posiada pogłębioną, szczegółową wiedzę w następujących dziedzinach, przy czym zakres i intensywność poszczególnych obszarów zależy od wybranej przez studenta ścieżki kształcenia:

1. **Analiza funkcjonalna i analiza na przestrzeniach metrycznych** – teoria przestrzeni Banacha i Hilberta, operatory liniowe, spektralna teoria operatorów, miary i całki na przestrzeniach metrycznych, topologia funkcjonalna.

2. **Analiza harmoniczna** – funkcje harmoniczne, równania różniczkowe cząstkowe eliptyczne, teoria potencjału, przekształcenia Fouriera i ich zastosowania w analizie funkcjonalnej.

3. **Algebra liniowa i geometria** – struktury przestrzeni wektorowych, macierze przekształceń, wartości i wektory własne, formy dwuliniowe, geometria różniczkowa (np. geometria form różniczkowych).

4. **Topologia i przestrzenie metryczne** – pojęcia przestrzeni metrycznych i topologicznych, ciągłość, zwartość, spójność, zastosowanie metod topologicznych w analizie i innych dziedzinach matematyki.

5. **Metody numeryczne i algorytmy** – algorytmy numeryczne w algebrze liniowej i analizie matematycznej, stabilność i złożoność obliczeniowa metod, wrażliwość wyników na zmiany danych.

6. **Optymalizacja i programowanie liniowe** – zagadnienia programowania liniowego, teoria dualności, algorytm sympleks oraz ich uogólnienia w kontekście analizy funkcjonalnej.

7. **Modelowanie matematyczne** – tworzenie i wykorzystywanie modeli matematycznych opisujących zjawiska w naukach przyrodniczych, inżynierii i informatyce, w tym zastosowanie metod analitycznych i numerycznych.

8. **Podstawy algorytmiki i struktur danych** – struktury danych niezbędne do implementacji metod numerycznych oraz algorytmów analitycznych, podstawy programowania (deklaratywnego i obiektowego) wykorzystywanego w badaniach.

9. **Metody badawcze i samodzielne studiowanie literatury** – umiejętność krytycznej analizy tekstów matematycznych, samodzielnego pogłębiania wiedzy oraz prowadzenia własnych badań w wybranych obszarach.

W zależności od indywidualnie ustalonego programu studiów, absolwent może skoncentrować się na wybranej podgrupie powyższych dziedzin, rozszerzając kompetencje w wybranym kierunku (np. większy nacisk na analizę harmoniczną, topologię, czy zastosowania numeryczne). Wszystkie wymienione obszary są integralną częścią specjalności Indywidualne Studia Matematyczne i zapewniają absolwentowi wszechstronną, pogłębioną wiedzę dostosowaną do jego zainteresowań i planów zawodowych."
W którym pokoju znajduje się Sekretariat Dziekana Wydziału MiNI i pod jakimi numerami telefonów można się z nim skontaktować?,"Sekretariat Dziekana Wydziału Matematyki i Nauk Informacyjnych znajduje się w pomieszczeniu, którego numer nie jest podany w dostępnych źródłach.  

Kontakt telefoniczny: 22 621‑93‑12 oraz 22 234‑79‑88."
Co dokładnie ocenia Komisja w toku indywidualnego egzaminu dyplomowego?,"Komisja w toku indywidualnego egzaminu dyplomowego ocenia:

1. Opis wyników pracy dyplomowej przedstawiony przez dyplomanta.  
2. Odpowiedzi dyplomanta na pytania egzaminacyjne dotyczące jego pracy.  
3. Odpowiedzi na pytania problemowe, które nie wynikają bezpośrednio z treści pracy, a służą weryfikacji szerszej wiedzy i umiejętności analitycznych.  
4. Wynik egzaminu w punktacji (0‑20 pkt) według przyjętej skali, który następnie wpływa na ocenę końcową studiów.  
5. Ocena pracy dyplomowej, ustalana na podstawie ocen wnioskowanych przez promotora i recenzenta oraz ewentualnych dodatkowych uwag komisji."
Jaki jest koszt wydania duplikatu elektronicznej legitymacji studenckiej oraz ile wynosi czas oczekiwania na ten dokument?,"Koszt wydania duplikatu elektronicznej legitymacji studenckiej wynosi 25,50 zł. Czas oczekiwania na wydanie tego dokumentu wynosi od 7 do 10 dni roboczych."
"Od jakiej daty rozpoczęto wydawanie aktualnego wzoru dyplomu ukończenia studiów w Politechnice Warszawskiej, zatwierdzonego uchwałą Senatu PW nr 432/L/2023?",Nie mam tej informacji w dostępnych zasobach.
"W którym semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych realizowany jest przedmiot ""Metody optymalizacji"" i ile punktów ECTS przysługuje za jego zaliczenie?",Nie mam tej informacji w dostępnych zasobach.
W jakiej formie należy składać wszystkie wnioski o świadczenia pomocy materialnej w roku akademickim 2025/2026?,"Wszystkie wnioski o świadczenia pomocy materialnej w roku akademickim 2025/2026 należy składać wyłącznie w formie elektronicznej, za pośrednictwem systemu USOSweb."
Ile łącznie miejsc parkingowych znajduje się w dyspozycji Wydziału Matematyki i Nauk Informacyjnych (MiNI)?,Łączna liczba miejsc parkingowych w dyspozycji Wydziału Matematyki i Nauk Informacyjnych wynosi 57.
"Gdzie, zgodnie z procedurą przeprowadzania sprawdzianów na Wydziale MiNI, należy odłożyć torby z wyłączonymi urządzeniami elektronicznymi?","Zgodnie z obowiązującą procedurą na Wydziale MiNI wszystkie torby z wyłączonymi urządzeniami elektronicznymi należy odłożyć w wyznaczonym miejscu przy wejściu do sali egzaminacyjnej, najczęściej w specjalnym pojemniku lub na stole przeznaczonym do tego celu."
W jakim terminie student może złożyć do dziekana wniosek o przeprowadzenie komisyjnej weryfikacji osiągnięcia efektów uczenia się z danego przedmiotu?,"Student ma cztery dni robocze od terminu ogłoszenia wyników, aby złożyć do dziekana umotywowany wniosek o przeprowadzenie komisyjnej weryfikacji osiągnięcia efektów uczenia się."
Czy istnieje możliwość przepisania praktyk studenckich (jako przedmiotu) zrealizowanych na innej uczelni?,Praktyki studenckie zalicza się wyłącznie w ramach studiów prowadzonych na Wydziale Matematyki i Nauk Informacyjnych. Przepisywanie praktyk zrealizowanych na innej uczelni nie jest przewidziane w obowiązującym regulaminie. W razie wątpliwości prosimy o kontakt z Pełnomocnikiem Dziekana ds. Praktyk Studenckich pod adresem praktyki@mini.pw.edu.pl lub lukasz.blaszczyk@pw.edu.pl.
Pod jakim numerem telefonu dyżuruje Całodobowe Centrum Kierowania Straży Akademickiej PW?,Całodobowe Centrum Kierowania Straży Akademickiej PW dyżuruje pod numerem telefonu 22 234 66 66.
"W którym semestrze na studiach pierwszego stopnia na kierunku Matematyka realizowany jest przedmiot ""Analiza zespolona 1"" i ile punktów ECTS student uzyskuje za jego zaliczenie?",Przedmiot „Analiza zespolona 1” realizowany jest w semestrze 4 studiów pierwszego stopnia na kierunku Matematyka i przyznaje 5 ECTS.
Ile maksymalnie razy w trakcie całego toku studiów student może powtarzać rok?,Maksymalnie raz w trakcie całego toku studiów.
"W którym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych (MAD) realizowany jest przedmiot ""Analiza zależności"" i ile punktów ECTS przysługuje za jego zaliczenie?",Przedmiot „Analiza zależności” realizowany jest w szóstym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych (MAD). Informacji o liczbie punktów ECTS przyznawanych za jego zaliczenie nie posiadam w dostępnych zasobach.
"W jakim języku programowania i przy użyciu jakich pakietów realizowane są laboratoria w ramach przedmiotu obieralnego ""Wybrane zagadnienia uczenia głębokiego""?","Laboratoria są realizowane w języku Mathematica, przy użyciu pakietu Mathematica."
"Ile punktów ECTS należy uzyskać do końca sesji egzaminacyjnej, aby otrzymać rejestrację na 3. semestr studiów pierwszego stopnia?","Aby uzyskać rejestrację na trzeci semestr studiów pierwszego stopnia, należy zdobyć co najmniej 40 ECTS do końca sesji egzaminacyjnej."
W którym pokoju w Gmachu MiNI urzęduje dr inż. Magdalena Jasionowska-Skop i pod jakim numerem telefonu służbowego można się z nią skontaktować?,Dr inż. Magdalena Jasionowska‑Skop urzęduje w pokoju 556 w Gmachu MiNI na Kampusie Głównym PW. Numer telefonu służbowego do niej to (22) 234 7806.
W jakim maksymalnym terminie student ubiegający się o przeniesienie na inny program studiów musi złożyć stosowny wniosek do dziekana?,"Student ubiegający się o przeniesienie na inny program studiów musi złożyć wniosek do dziekana nie później niż trzy tygodnie przed rozpoczęciem semestru. W niektórych źródłach podaje się również termin nie później niż miesiąc przed rozpoczęciem semestru. Wobec sprzeczności w dostępnych informacjach najbezpieczniej jest przyjąć termin trzy tygodnie, czyli 21 dni przed pierwszym dniem zajęć."
W jakich formach można złożyć wniosek o udzielenie informacji publicznej na Politechnice Warszawskiej?,"Wniosek o udzielenie informacji publicznej na Politechnice Warszawskiej można złożyć w następujących formach:

- ustnie,
- pisemnie w formie tradycyjnego dokumentu papierowego (zgłoszenia dostępne w Biurze Dziekanatu Wydziału Matematyki i Nauk Informacyjnych),
- elektronicznie poprzez platformę internetową politechnikawarszawska.liniaetyki.com,
- pocztą elektroniczną na adres informacjapubliczna@pw.edu.pl,
- tradycyjną pocztą (list) skierowaną do Biura Rektora pod wskazany adres e‑mailowy."
Kto na wydziale ustala zasady dofinansowania poniesionych przez studenta kosztów zakwaterowania i dojazdów w trakcie odbywania obowiązkowych praktyk poza stałym miejscem zamieszkania?,Zasady dofinansowania poniesionych kosztów zakwaterowania i dojazdów ustala Dziekan Wydziału w porozumieniu z Wydziałową Radą Samorządu Studentów.
Pod jakim numerem telefonu i w którym pokoju dziekanatu można załatwić sprawy związane z systemem USOS?,Numer telefonu: 22 234‑59‑21. Pokój: 32 w Gmachu Matematyki.
Jakie elementy podlegają ocenie przez komisję w trakcie indywidualnego egzaminu dyplomowego?,"Podczas indywidualnego egzaminu dyplomowego komisja ocenia następujące elementy:  

‑ opis wyników pracy dyplomowej przedstawiony ustnie przez dyplomanta,  
‑ odpowiedzi dyplomanta na pytania dotyczące jego pracy,  
‑ odpowiedzi na pytania problemowe zadane przez komisję,  
‑ ocenę pracy dyplomowej, uwzględniającą oceny wnioskowane przez promotora i recenzenta.  

Na podstawie tych elementów komisja ustala zarówno ocenę z egzaminu dyplomowego, jak i końcową ocenę pracy dyplomowej."
Ile wynosi opłata za wydanie duplikatu elektronicznej legitymacji studenckiej (ELS)?,"Opłata za wydanie duplikatu elektronicznej legitymacji studenckiej wynosi 33,00 zł."
Jaką wiedzę powinien posiadać absolwent zgodnie z efektem uczenia się o symbolu MAD2PRiMO_W01 na specjalności Probabilistyka i Modelowanie (PRiMO)?,Nie mam tej informacji w dostępnych zasobach.
Kiedy dokładnie mija ostatni dzień okresu rejestracyjnego w harmonogramie roku akademickiego 2025/2026?,Ostatni dzień okresu rejestracyjnego w harmonogramie roku akademickiego 2025/2026 przypada na 22 02 2026 r.
"Jaki jest maksymalny próg dochodowy netto na osobę w rodzinie, uprawniający studenta do ubiegania się o stypendium socjalne od 1 października 2025 r.?","Maksymalny próg dochodowy netto na osobę w rodzinie, uprawniający studenta do ubiegania się o stypendium socjalne od 1 października 2025 r., wynosi 1 908,90 zł."
"Ile punktów ECTS uzyskuje student za zaliczenie przedmiotu ""Bazy danych"" na studiach inżynierskich na kierunku Inżynieria i Analiza Danych (IAD) i w którym semestrze jest on realizowany?",Nie mam tej informacji w dostępnych zasobach.
Jaki dokument tożsamości student powinien położyć na swoim stole w trakcie trwania sprawdzianu lub egzaminu?,Na stole studenta podczas sprawdzianu lub egzaminu powinna leżeć osobista legitymacja studencka lub dowód osobisty.
Ile czasu powinna trwać rozmowa kwalifikacyjna podczas rekrutacji do Szkoły Doktorskiej Politechniki Warszawskiej?,Rozmowa kwalifikacyjna w rekrutacji do Szkoły Doktorskiej Politechniki Warszawskiej powinna trwać od dwudziestu do trzydziestu minut.
Od którego roku akademickiego praktyki na studiach licencjackich (na kierunkach matematycznych) zostały przeniesione na studia magisterskie?,Od roku akademickiego 2021/2022 praktyki na studiach licencjackich na kierunkach matematycznych zostały przeniesione na studia magisterskie.
Kiedy dokładnie został wprowadzony do obrotu prawnego aktualny wzór dyplomu ukończenia studiów na Politechnice Warszawskiej?,Nie mam tej informacji w dostępnych zasobach.
"W którym semestrze na studiach pierwszego stopnia na kierunku Matematyka realizowany jest przedmiot ""Równania różniczkowe cząstkowe"" i ile punktów ECTS można uzyskać za jego zaliczenie?",Przedmiot „Równania różniczkowe cząstkowe” realizowany jest w semestrze 5 studiów pierwszego stopnia na kierunku Matematyka i jest wart 5 ECTS.
"W którym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych (MAD) realizowany jest przedmiot ""Wstęp do uczenia maszynowego"" i ile punktów ECTS student uzyskuje za jego zaliczenie?",Nie mam tej informacji w dostępnych zasobach.
"Kto pełni funkcję koordynatora przedmiotu obieralnego ""Wybrane zagadnienia uczenia głębokiego""?",Koordynatorem przedmiotu obieralnego „Wybrane zagadnienia uczenia głębokiego” jest prof. dr hab. inż. Szymon Jaroszewicz.
"Jakie wymaganie dotyczące praktyk należy spełnić, aby uzyskać rejestrację bezwarunkową na 7 semestr na kierunkach Informatyka i Systemy Informacyjne oraz Inżynieria i Analiza Danych?","Aby uzyskać rejestrację bezwarunkową na 7 semestr zarówno na kierunku Informatyka i Systemy Informacyjne, jak i na kierunku Inżynieria i Analiza Danych, należy spełnić następujące warunki dotyczące praktyk studenckich:

1. Zaliczyć wszystkie praktyki studenckie przewidziane w programie studiów.  
2. W przypadku kierunku Informatyka i Systemy Informacyjne praktyki muszą być formalnie potwierdzone przez Pełnomocnika Dziekana ds. Praktyk Studenckich.  

Dla kierunku Inżynieria i Analiza Danych wystarczy posiadanie zaliczonych praktyk; dodatkowego potwierdzenia nie wymaga."
W jakim czasie student może złożyć wniosek o komisyjną weryfikację osiągnięcia efektów uczenia się dla danego przedmiotu?,Student może złożyć umotywowany wniosek o komisyjną weryfikację osiągnięcia efektów uczenia się w ciągu 4 dni roboczych od terminu ogłoszenia wyników. Po złożeniu wniosku weryfikacja musi zostać przeprowadzona w ciągu kolejnych 7 dni.
Kto na Wydziale Matematyki i Nauk Informacyjnych pełni funkcję Pełnomocnika Dziekana ds. Osób z Niepełnosprawnościami?,Pełnomocnikiem Dziekana ds. Osób z Niepełnosprawnościami na Wydziale Matematyki i Nauk Informacyjnych jest mgr Ewelina Szczęsna.
"Ile punktów ECTS musi uzyskać student studiów drugiego stopnia, aby otrzymać rejestrację na 3 semestr?","Student studiów drugiego stopnia musi uzyskać co najmniej 48 ECTS z 60 możliwych, aby otrzymać rejestrację na trzeci semestr."
Jaki jest numer telefonu do dziekanatu w sprawach toku studiów dla kierunku Inżynieria i Analiza Danych?,Numer telefonu do dziekanatu w sprawach toku studiów dla kierunku Inżynieria i Analiza Danych to 22 234‑59‑22.
O jaki maksymalny czas może ulec przesunięciu termin obrony pracy dyplomowej w przypadku powołania przez Komisję dodatkowego recenzenta?,"Maksymalny czas, o jaki może zostać przesunięty termin obrony pracy dyplomowej w wyniku powołania dodatkowego recenzenta, wynosi dwa tygodnie."
Czego dotyczy efekt uczenia się o symbolu MAD2SMAD_U01 na studiach z zakresu Matematyki i Analizy Danych?,Nie mam tej informacji w dostępnych zasobach.
W jakim maksymalnym terminie od daty zdarzenia student może złożyć wniosek o przyznanie zapomogi?,Student może złożyć wniosek o przyznanie zapomogi nie później niż w terminie trzech miesięcy od daty zdarzenia uprawniającego do przyznania świadczenia.
Przez jaki maksymalny łączny okres student może pobierać świadczenia pomocy materialnej?,"Student może otrzymywać świadczenia materialne przez łącznie 12 semestrów studiów. Okres ten może zostać wydłużony maksymalnie o 2 semestry w przypadku jednolitych studiów magisterskich trwających 11 lub 12 semestrów. Dodatkowo, jeżeli niepełnosprawność studenta powstała w trakcie studiów (lub po uzyskaniu tytułu zawodowego), przysługuje mu kolejny dodatkowy okres 12 semestrów. W związku z tym maksymalny łączny okres pobierania świadczeń może wynieść 26 semestrów (12 + 2 + 12)."
"W którym semestrze na studiach inżynierskich na kierunku Inżynieria i Analiza Danych realizowany jest przedmiot ""Bazy danych"" i ile punktów ECTS można za niego uzyskać?",Przedmiot „Bazy danych” realizowany jest w semestrze 4 studiów inżynierskich na kierunku Inżynieria i Analiza Danych. Informacji o liczbie punktów ECTS przyznawanych za ten przedmiot nie posiadam w dostępnych zasobach.
